recording,venue,time,ntime,bell_id,bell_no,peak_value,x0,y0,z0,mean_resultant_length,spherical_variation,sample_variation,az0,el0,start_time,end_time,bell_name,pitch,type
mic_121617_103906,egh,7902,0.102071904,357,357,0.1546296199574808,0.3559314032459836,0.3621101130277785,0.8615039769068709,0.9743953138044152,0.051209372391169516,0.050553772435995126,45.49301502493609,59.485871043902655,7900,7904,tBellRes57A,57,tBellRes
mic_121617_103906,egh,7917,0.102230184,363,363,0.20516032737487228,-0.5652007896630199,-0.7011488547820408,-0.4346703932891352,0.8679733021305105,0.26405339573897896,0.2466223467886576,-128.87252006248423,-25.764322348240817,7914,7921,tBellRes63D#,63,tBellRes
mic_121617_103906,egh,7919,0.10225128800000001,356,356,0.19164038956015794,-0.477775629009643,-0.7188449716800179,-0.5049676771980501,0.8521533261122641,0.2956933477754717,0.2738347087958052,-123.60974052477691,-30.32920672737411,7916,7923,tBellRes56G#,56,tBellRes
mic_121617_103906,egh,8067,0.103812984,12,12,0.20675431706867345,-0.0520725156798931,-0.9422866575236108,0.3307329862045042,0.9657756918997952,0.06844861620040965,0.0672773129354719,-93.16305425000095,19.313270798819584,8061,8075,cBell60C,60,cBell
mic_121617_103906,egh,8496,0.108339792,12,12,0.17934037328346505,0.7725507781484954,-0.5298639814167183,0.3498706280603988,0.9157997929979971,0.16840041400400607,0.16131073914482594,-34.444783844906915,20.47940235540681,8494,8500,cBell60C,60,cBell
mic_121617_103906,egh,8560,0.10901512,8,8,0.19577953787768765,-0.015907256996452075,0.9997606013371422,-0.015023288216792063,0.9652154733426426,0.06956905331471486,0.06835909001993845,90.91156001525604,-0.8608033917395922,8554,8567,cBell54G#,54,cBell
mic_121617_103906,egh,8609,0.109532168,12,12,0.166791352534313,0.028514051896389173,0.9706144546697985,-0.2389446154038629,0.8726352351929352,0.25472952961412965,0.2385077462997707,88.31728748721541,-13.824259089933033,8607,8627,cBell60C,60,cBell
mic_121617_103906,egh,8675,0.1102286,48,48,0.1704543460404661,0.76042734194647,0.4505534560959505,0.4677091412621962,0.8840420546964606,0.23191589060707885,0.21846964552806025,30.646755713489014,27.885694401909053,8632,8678,cBell96C,96,cBell
mic_121617_103906,egh,8826,0.11182195199999999,12,12,0.27825033432332424,-0.17912610506051493,-0.9556229963904184,-0.23387716274926815,0.8997290543068291,0.20054189138634196,0.19048762883613912,-100.61657349818321,-13.525444610553965,8821,8833,cBell60C,60,cBell
mic_121617_103906,egh,8964,0.113278128,12,12,0.26203003305843536,0.12054155053385572,-0.9851864755786574,0.12197271388223507,0.7878690081397658,0.4242619837204684,0.3792624260128616,-83.02430164485607,7.005967208611232,8946,8994,cBell60C,60,cBell
mic_121617_103906,egh,9126,0.11498755199999999,12,12,0.2415210585614789,-0.1076614198981862,-0.981064901117685,-0.16099900142688342,0.8006976869034623,0.39860462619307535,0.3588832141874451,-96.26254220094644,-9.26488658104798,9122,9130,cBell60C,60,cBell
mic_121617_103906,egh,9301,0.116834152,12,12,0.2841008245126717,0.6479195991765095,0.7570592841086433,-0.084032335132732,0.6995530152541799,0.6008939694916402,0.5106255788487851,49.44185374743414,-4.820382672741672,9296,9305,cBell60C,60,cBell
mic_121617_103906,egh,9415,0.11803708000000003,12,12,0.3087350558542267,0.018318048951869798,-0.8202553185702175,-0.5717041730124661,0.7118341447394508,0.5763317105210983,0.4932921503830545,-88.72067581374469,-34.86914861711009,9409,9423,cBell60C,60,cBell
mic_121617_103906,egh,9608,0.120073616,12,12,0.19157986113460965,-0.005318150610460553,-0.970131543061463,-0.24252114635897085,0.8844058322245972,0.23118833555080556,0.21782632392711754,-90.31408579049422,-14.035388371321487,9601,9615,cBell60C,60,cBell
mic_121617_103906,egh,9725,0.12130819999999999,12,12,0.1715959923332826,-0.02230523151924577,-0.9985376657669759,0.049244356950940635,0.8767090915558089,0.2465818168883822,0.2313811687833883,-91.27965440772677,2.822635421239918,9723,9729,cBell60C,60,cBell
mic_121617_103906,egh,9740,0.12146648000000003,8,8,0.1527812049244934,-0.4996195801981546,0.5098591284545324,-0.7003027518253833,0.9844298316773392,0.031140336645321343,0.03089790650372537,134.41884581177393,-44.45129887136736,9738,9743,cBell54G#,54,cBell
mic_121617_103906,egh,9819,0.122300088,12,12,0.18872238561736346,-0.6522143330676674,-0.4406978106138434,-0.6167673009014525,0.8235947705973325,0.3528104588053349,0.3216916538447272,-145.9533117276766,-38.080448052471105,9814,9824,cBell60C,60,cBell
mic_121617_103906,egh,9899,0.12314424800000001,12,12,0.19926862704277207,-0.6709766718168451,0.3752186866389313,-0.6395320500761046,0.8499339767949696,0.30013204641006075,0.2776122350894881,150.78552447200937,-39.75693449717494,9894,9904,cBell60C,60,cBell
mic_121617_103906,egh,10021,0.124431592,12,12,0.16147384683540045,0.4641125206554544,0.8719747416476876,-0.15575499381813998,0.8325115209969707,0.33497695800605864,0.30692456740731044,61.97565653897849,-8.96058603296966,9968,10029,cBell60C,60,cBell
mic_121617_103906,egh,10077,0.125022504,8,8,0.21995319970370866,-0.4109414471176941,0.7154116252297422,-0.5650781658557992,0.8517391502499886,0.29652169950002283,0.2745404199314274,119.87360210926464,-34.40771946157271,10071,10084,cBell54G#,54,cBell
mic_121617_103906,egh,10183,0.126141016,8,8,0.16461151819420305,-0.5307746711197141,0.6793918354310133,-0.5066606186072077,0.9225723348629477,0.1548553302741047,0.14886028694552922,127.9987219522517,-30.441650099468088,10179,10187,cBell54G#,54,cBell
mic_121617_103906,egh,10227,0.126605304,12,12,0.17017452822213147,-0.00608777744399155,-0.9883164900963904,0.1522939735161695,0.9640629107896759,0.07187417842064803,0.07058270403973721,-90.3529229212082,8.75988915857591,10226,10228,cBell60C,60,cBell
mic_121617_103906,egh,10327,0.127660504,12,12,0.18541152206232475,0.19608457841487267,-0.9564605983449038,0.2161803920839498,0.9217811641575032,0.15643767168499356,0.15031948540443807,-78.4142899420865,12.484787522264288,10322,10331,cBell60C,60,cBell
mic_121617_103906,egh,10335,0.12774491999999998,8,8,0.18900852161592935,-0.5683597198598545,0.7631710777265862,-0.30746891706718704,0.8487992011380797,0.30240159772384057,0.2795399161473577,126.67632158238487,-17.906761700871122,10330,10338,cBell54G#,54,cBell
mic_121617_103906,egh,10475,0.1292222,8,8,0.202189363280124,0.3393530850932369,0.5031013396325215,-0.7948135163028271,0.3892001471466963,1.2215997057066073,0.8485232454609899,55.99945626177414,-52.63764534039196,10472,10478,cBell54G#,54,cBell
mic_121617_103906,egh,10551,0.130024152,353,353,0.15199222170707918,-0.7255039711991852,0.2597770970381667,0.6373067139365746,0.9829946282369291,0.034010743526142084,0.033721560857341785,160.2993653071294,39.59127985640875,10551,10551,tBellRes53F,53,tBellRes
mic_121617_103906,egh,10553,0.130045256,360,360,0.17795658578206494,-0.9205381071347378,-0.005538543272448293,0.3906135146807048,0.974453138497515,0.05109372300496995,0.05044108087234278,-179.65527627523852,22.9926794605093,10550,10555,tBellRes60C,60,tBellRes
mic_121617_103906,egh,10566,0.130182432,367,367,0.1939426728845707,-0.5272595390199282,-0.01282142369840507,-0.8496075503471228,0.9479923672016802,0.10401526559663954,0.10131047172735463,-178.6070072427244,-58.169010023421976,10562,10572,tBellRes67G,67,tBellRes
mic_121617_103906,egh,10571,0.130235192,24,24,0.15055432249944167,0.8817299439925355,0.4643948018538577,0.08300466178496507,0.9758120263480784,0.0483759473038432,0.04779088923445718,27.77514758922947,4.761294885214586,10566,10575,cBell72C,72,cBell
mic_121617_103906,egh,10582,0.130351264,355,355,0.15714548292076394,0.08245792315451299,-0.2410699453250279,-0.9669984345230516,0.8819705733872317,0.2360588532255365,0.2221279076789977,-71.11675826287461,-75.23931336792513,10578,10587,tBellRes55G,55,tBellRes
mic_121617_103906,egh,10594,0.13047788800000001,55,55,0.1803068470231036,0.13815616641205447,-0.3875013028033796,-0.911457960636698,0.9223630328338974,0.15527393433220515,0.14924643566145468,-70.37728103937013,-65.70761485866592,10592,10597,tBell55G,55,tBell
mic_121617_103906,egh,10696,0.131554192,382,382,0.19059180701252848,-0.225385832455146,-0.5017387526590921,0.8351403777860338,0.5692875891354405,0.8614248217291189,0.6759116408563579,-114.19007078561441,56.63045811746892,10692,10701,tBellRes82Bb,82,tBellRes
mic_121617_103906,egh,10716,0.13176523199999998,82,82,0.15044999417884,0.28459269276253063,-0.845560562213181,-0.4517015993506122,1.0,0.0,0.0,-71.39816643126392,-26.85290931553093,10716,10717,tBell82Bb,82,tBell
mic_121617_103906,egh,10742,0.13203958400000002,296,296,0.18877741073684276,-0.7318344058488263,0.6759223859566048,0.08687537383301433,0.9551552476338284,0.08968950473234294,0.08767845291755971,137.27442688346042,4.983874881091338,10740,10744,glock96C,96,glock
mic_121617_103906,egh,11028,0.13505745600000002,177,177,0.2085224897932955,0.7698070234397811,-0.6373537364752541,-0.03431269828819702,1.0,0.0,0.0,-39.622704221594866,-1.9663587768546988,11025,11045,brassBellDry77F5,77,brassBellDry
mic_121617_103906,egh,11662,0.141747424,8,8,0.29324175837141164,0.6570828760454386,-0.7507327898535855,0.06813495612758018,0.8760487510926518,0.2479024978146964,0.23253858570900496,-48.805790229784826,3.906872268250584,11658,11669,cBell54G#,54,cBell
mic_121617_103906,egh,11800,0.14320360000000001,8,8,0.1549520688414777,0.2787066620013573,0.7900112528438111,-0.5460813281336521,0.9091355344458856,0.18172893110822885,0.17347258000779398,70.56775865880326,-33.0985888252536,11773,11826,cBell54G#,54,cBell
mic_121617_103906,egh,12035,0.14568332,363,363,0.15844517417150142,-0.7280872857354431,-0.609547772475933,-0.3135927572824723,0.9513140665153764,0.09737186696924738,0.0950015468499782,-140.06424958537943,-18.275880724802192,12032,12038,tBellRes63D#,63,tBellRes
mic_121617_103906,egh,12084,0.14620036800000002,368,368,0.2551711311162429,0.9387102381997258,0.2767163915886892,0.20555079013506503,0.9287323065699036,0.14253538686019307,0.13745630273334686,16.42465283267705,11.86174367268626,12082,12086,tBellRes68G#,68,tBellRes
mic_121617_103906,egh,12085,0.14621092000000002,68,68,0.17293606565200978,0.9311160434750712,0.30942180505545386,0.19308303949221997,0.9506263444086812,0.09874731118263758,0.0963095533161874,18.38230910792805,11.132761804078006,12083,12087,tBell68G#,68,tBell
mic_121617_103906,egh,12091,0.146274232,356,356,0.2434923724626314,0.9801215045426728,0.19092983611873127,-0.053922481514502574,0.951298864176664,0.09740227164667226,0.09503047101618922,11.02329125391966,-3.091029778093334,12087,12095,tBellRes56G#,56,tBellRes
mic_121617_103906,egh,12110,0.14647472,56,56,0.20305089470379345,0.9435736872847826,0.24967850551244405,-0.21755307524572373,0.9073495342486204,0.1853009315027594,0.17671682269881184,14.821315967943125,-12.565353862166884,12107,12113,tBell56G#,56,tBell
mic_121617_103906,egh,12119,0.14656968799999998,370,370,0.2075091465090226,-0.8207484370688136,0.44681990852086256,0.35598310690046475,0.9395125984268315,0.1209748031463369,0.11731607739726313,151.4358873468936,20.853708760292253,12117,12122,tBellRes70Bb,70,tBellRes
mic_121617_103906,egh,12131,0.146696312,358,358,0.15538328989977648,0.3780898268515164,-0.9175067163012413,0.12340789429167068,0.9512367409023148,0.09752651819537063,0.09514866275754263,-67.6042251978524,7.088822971221865,12120,12134,tBellRes58Bb,58,tBellRes
mic_121617_103906,egh,12150,0.1468968,1,1,0.18689006447809264,0.25310786431974897,-0.9179167742744646,0.30555720335979186,0.7057842600610089,0.5884314798779822,0.5018685782501342,-74.58425170923515,17.791689727394992,12148,12152,cBell49C#,49,cBell
mic_121617_103906,egh,12199,0.147413848,358,358,0.16790589923307767,0.21322022457672826,0.7718638480444704,0.5989685600375302,0.9554431498315492,0.0891137003369018,0.08712838743996798,74.55767981012502,36.79606186100877,12196,12203,tBellRes58Bb,58,tBellRes
mic_121617_103906,egh,12210,0.14752991999999998,353,353,0.18019125027132876,0.4779204547284701,-0.6144744468514791,-0.6277047021639245,0.9621637190352216,0.07567256192955707,0.07424097777231142,-52.12525542516529,-38.88098191140473,12206,12215,tBellRes53F,53,tBellRes
mic_121617_103906,egh,12212,0.14755102400000006,6,6,0.15589462149003394,0.9056667298213984,0.3268382976996293,0.2700823978926112,0.9426550200543824,0.11468995989123497,0.11140151316627167,19.843571461020005,15.669170063221483,12209,12216,cBell54F#,54,cBell
mic_121617_103906,egh,12213,0.14756157600000006,357,357,0.1698547829349172,0.3124025707953001,-0.7334835608089109,-0.6036609145733789,0.9282292743196208,0.1435414513607587,0.13839041429607046,-66.93005680418487,-37.13254375018975,12209,12218,tBellRes57A,57,tBellRes
mic_121617_103906,egh,12233,0.14777261600000002,38,38,0.17908532580296913,0.4779204547284701,-0.6144744468514791,-0.6277047021639245,0.9621637190352216,0.07567256192955707,0.07424097777231142,-52.12525542516529,-38.88098191140473,12228,12238,cBell86D,86,cBell
mic_121617_103906,egh,12240,0.14784648,53,53,0.1702292921372289,0.4903632337929087,-0.15447405003702594,-0.8577188739962059,0.963085016112792,0.07382996777441586,0.07246725173902302,-17.485451098789046,-59.061414957882796,12238,12243,tBell53F,53,tBell
mic_121617_103906,egh,12240,0.14784648,57,57,0.15489248513462014,0.3926047233535784,0.10821342395737096,-0.9133188852070686,0.9620855515705562,0.0758288968588876,0.07439139145917861,15.40977503286782,-65.96810335550163,12238,12242,tBell57A,57,tBell
mic_121617_103906,egh,12245,0.14789924,286,286,0.1914746454699088,0.552313385954643,0.8216591887687129,0.14080518885061866,0.9633349194306504,0.07333016113869895,0.07198583300554208,56.091290109268634,8.094441723172443,12244,12247,glock86D,86,glock
mic_121617_103906,egh,12249,0.14794144799999998,5,5,0.1965884024114669,-0.4215790680355393,0.8895325957636289,0.1760762632165581,0.9501727598649344,0.09965448027013092,0.0971717264106534,115.35782852043022,10.141296053501232,12245,12253,cBell53F,53,cBell
mic_121617_103906,egh,12254,0.14799420800000002,380,380,0.15752310954303445,0.5974107678173788,-0.6076831875004253,0.5232795793122192,0.9073029728945534,0.1853940542108932,0.1768013153767053,-45.48838684809758,31.552497424550392,12252,12257,tBellRes80G#,80,tBellRes
mic_121617_103906,egh,12256,0.14801531199999998,177,177,0.2361659167295085,0.9972496016177884,-0.07382872130183453,0.006523188185104853,0.8137133181819003,0.3725733636361994,0.3378706358134015,-4.234016638779959,0.3737538026690474,12254,12258,brassBellDry77F5,77,brassBellDry
mic_121617_103906,egh,12272,0.14818414400000002,289,289,0.16175689270142432,-0.8163127887544168,-0.04894055677017968,0.5755330162718831,0.9761635237489372,0.04767295250212533,0.04710477490205789,-176.56904196665084,35.136968200304686,12270,12274,glock89F,89,glock
mic_121617_103906,egh,12288,0.14835297600000005,80,80,0.15329131372069973,-0.9257829085033978,-0.2741955383109899,0.2602744956643576,0.9822254273242668,0.035549145351466686,0.03523320991766177,-163.50192612144286,15.086350364533985,12287,12289,tBell80G#,80,tBell
mic_121617_103906,egh,12312,0.148606224,361,361,0.1721259793499783,-0.2958633166682177,0.5304895374593385,0.7943838798063938,0.9827865577655308,0.034426884468938164,0.03413058187537876,119.14917430579668,52.597100220944384,12310,12315,tBellRes61C#,61,tBellRes
mic_121617_103906,egh,12343,0.14893333600000006,291,291,0.15581624893931545,-0.09420068128018587,-0.7141778805364652,0.6935965589582975,0.9835984758951032,0.03280304820979363,0.0325340382168301,-97.513987594676,43.915486337348526,12342,12345,glock91G,91,glock
mic_121617_103906,egh,12381,0.14933431200000002,295,295,0.20088612828680785,-0.10550441572800584,0.018056720184838896,0.9942548833765208,1.0,0.0,0.0,170.28811770770295,83.85537764080178,12378,12385,glock95B,95,glock
mic_121617_103906,egh,12399,0.14952424800000005,298,298,0.21078705464142025,0.8080902816891176,-0.4509233577893307,0.3790227196878809,0.982454361998356,0.035091276003287764,0.03478342659040301,-29.162002779447068,22.27316079948596,12395,12458,glock98D,98,glock
